year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp,leaf-air-temp-diff
2023,225,10,327.68052516411376,0.0,1.273667,34.68299,31.730000000000015,4.086128445307809,,,,,33.4225,-1.2604899999999972
2023,225,11,378.5557986870897,0.0,1.737667,35.63944,33.72000000000003,4.384890692101658,,,,,35.04625,-0.5931899999999999
2023,225,12,397.1553610503282,3.16,1.423,37.40498,35.68000000000001,5.011961679139394,,,,,35.6,-1.8049800000000005
2023,225,13,396.60831509846827,0.0,1.647,38.32418,37.53000000000003,5.4823928219334706,,,,,36.67625,-1.6479299999999952
2023,225,14,371.9912472647702,0.0,1.969667,39.82837,39.18000000000001,6.072928786909295,,,,,38.1175,-1.71087
2023,225,15,279.5404814004376,0.0,2.913666,39.99121,40.420000000000016,6.302425396555185,,,,,39.95375,-0.037460000000002935
2023,225,16,206.23632385120348,0.0,4.487,39.28911,41.129999999999995,6.147115594869601,,,,,39.64125,0.35213999999999857
2023,225,17,84.79212253829321,0.0,2.503,38.03292,41.29000000000002,5.571438785998615,,,,,36.35625,-1.6766699999999943
2023,225,18,80.96280087527352,3.16,1.991,39.16882,40.920000000000016,6.09304199956275,,,,,37.76375,-1.405069999999995
2023,225,19,16.411378555798684,0.0,0.4966,36.63678,39.98000000000002,5.0751217808683275,,,,,35.76875,-0.8680300000000045
2023,225,20,0.0,0.0,1.649667,35.28853,38.08000000000004,4.53770496109753,,,,,33.09625,-2.192280000000004
2023,225,21,0.0,0.0,1.500333,34.47619,36.26000000000005,4.353453192364776,,,,,32.488749999999996,-1.9874400000000065
2023,225,22,0.0,0.0,0.7521,33.28247,34.650000000000034,4.028711145512729,,,,,29.895,-3.387470000000004
2023,225,23,0.0,0.0,0.0,32.01715,33.14000000000004,3.592551514572779,,,,,28.83875,-3.1784
2023,226,0,0.0,3.16,0.0,30.91,31.760000000000048,3.289468468279743,,,,,27.83,-3.080000000000002
2023,226,1,0.0,0.0,0.0,29.75088,30.54000000000002,2.935807255269335,,,,,26.8525,-2.8983799999999995
2023,226,2,0.0,0.0,0.0,29.2696,29.390000000000043,2.7925146020186435,,,,,26.50875,-2.7608500000000014
2023,226,3,0.0,0.0,0.5731333,29.66049,28.340000000000032,2.8120279700408535,,,,,26.94875,-2.711739999999999
2023,226,4,0.0,0.0,1.465667,30.26604,27.40000000000003,3.0067807505603943,,,,,27.1025,-3.163540000000001
2023,226,5,0.0,0.0,1.092333,29.3645,26.629999999999995,2.838271980279878,,,,,27.6375,-1.7270000000000003
2023,226,6,1.0940919037199124,3.16,0.7569667,29.26508,26.010000000000048,2.835919837681059,,,,,27.23125,-2.033830000000002
2023,226,7,41.57549234135667,0.0,0.0,28.92164,26.03000000000003,2.640646484127411,,,,,25.6675,-3.2541399999999996
